customer_id,age,gender,dependent_count,education_level,marital_status,estimated_income,months_on_book,total_relationship_count,months_inactive_12_mon,credit_limit,total_trans_amount,total_trans_count,avg_utilization_ratio
779473308,32,M,0,Uneducated,Single,65000,14,4,3,8186.0,2411,67,0.0
709376508,58,F,1,College,Married,21000,49,3,3,3846.0,1815,47,0.334
712589658,45,F,4,Uneducated,Unknown,29000,30,5,2,13131.0,1795,37,0.15
712141683,48,F,3,High School,Single,31000,28,4,2,2944.0,3457,61,0.256
712494108,38,M,2,Post-Graduate,Single,72000,36,3,3,34516.0,1872,52,0.057
721350783,54,M,2,High School,Married,91000,38,6,3,5660.0,1569,39,0.354
710133858,40,F,1,Graduate,Unknown,30000,30,5,1,7554.0,4150,64,0.245
719152383,35,F,4,Uneducated,Married,22000,26,5,1,2494.0,2946,57,0.528
715174158,31,M,1,College,Married,106000,36,4,1,25215.0,2588,48,0.057
780040758,40,F,4,College,Married,40000,24,5,3,2606.0,1999,50,0.698
719525358,52,M,0,Graduate,Single,102000,43,4,3,8133.0,3310,76,0.239
710892408,57,F,1,High School,Married,38000,36,6,2,3101.0,1681,32,0.405
713295183,48,M,2,Graduate,Divorced,81000,29,6,2,24446.0,3897,75,0.076
789871233,49,M,3,High School,Married,115000,39,5,3,2361.0,4316,78,0.568
712663533,40,M,4,High School,Single,46000,32,6,4,2441.0,3903,62,0.678
820906233,45,M,2,Graduate,Married,57000,41,5,2,8532.0,3242,63,0.254
821163408,41,M,3,High School,Married,104000,37,5,3,16954.0,3411,60,0.094
708947208,36,M,2,Graduate,Single,95000,17,4,3,2900.0,2631,72,0.7
715261458,37,F,1,Graduate,Single,20000,36,6,2,6827.0,2621,49,0.0
789310833,44,F,3,College,Divorced,57000,34,5,2,4513.0,3164,62,0.432
818294958,52,M,2,College,Married,123000,47,3,3,27347.0,4040,77,0.026
713902983,42,F,3,High School,Married,22000,36,4,3,1676.0,4381,77,0.819
771693933,62,F,1,Graduate,Married,25000,50,6,6,2802.0,1757,33,0.706
827984658,49,M,3,Post-Graduate,Married,114000,45,3,0,23870.0,1885,39,0.0
789012633,30,F,0,Graduate,Single,34000,17,3,2,4868.0,2907,69,0.224
807237783,50,M,3,Uneducated,Single,72000,45,5,3,20437.0,4166,66,0.05
803408733,32,M,2,High School,Divorced,63000,26,6,1,2239.0,2466,60,0.598
824667708,32,F,1,Graduate,Single,32000,28,6,3,2428.0,3007,84,0.423
807165033,49,M,3,Post-Graduate,Single,78000,44,3,1,15027.0,3533,59,0.0
809984133,37,M,2,Doctorate,Single,127000,32,3,3,32056.0,2730,68,0.059
718949433,42,F,3,College,Single,36000,31,3,2,34516.0,3415,79,0.027
751227183,36,M,2,High School,Single,91000,29,3,3,5346.0,2283,51,0.288
716331408,52,F,4,Uneducated,Married,27000,36,1,4,2143.0,1353,36,0.0
714199983,48,M,3,Uneducated,Single,72000,40,5,2,34516.0,3927,68,0.067
774172158,29,M,1,High School,Single,69000,19,3,1,23507.0,2650,65,0.085
708171858,33,F,3,Post-Graduate,Married,53000,28,5,2,1864.0,2607,44,0.58
709074108,36,M,2,College,Single,67000,24,5,2,23032.0,2787,73,0.036
721304133,36,F,4,High School,Married,27000,36,4,1,4277.0,1855,49,0.369
787430733,56,F,2,High School,Married,47000,41,5,3,2771.0,1706,27,0.522
711225933,28,M,1,High School,Divorced,36000,36,5,3,2265.0,2306,61,0.854
717478983,31,F,2,Uneducated,Divorced,37000,19,6,2,2853.0,2697,68,0.687
720949083,44,F,3,Uneducated,Single,23000,33,5,3,3075.0,3534,53,0.819
712851108,51,F,3,High School,Married,99000,31,5,1,15340.0,2965,51,0.152
713151258,55,M,3,Graduate,Single,43000,35,4,1,3065.0,3524,69,0.0
799731033,34,F,2,Doctorate,Single,34000,28,3,3,1438.3,3044,91,0.0
822138333,61,F,0,Graduate,Single,56000,56,4,3,7118.0,3964,66,0.114
708532308,37,M,2,Uneducated,Single,75000,36,4,2,11419.0,3000,70,0.22
713718558,46,M,3,Graduate,Married,42000,37,6,2,2403.0,3393,64,0.0
778939683,47,F,3,Uneducated,Married,34000,32,4,3,2821.0,1452,38,0.337
713322633,54,M,1,Graduate,Married,44000,43,4,3,2706.0,1682,39,0.93
754671558,50,F,3,High School,Single,36000,43,6,1,2999.0,2073,48,0.653
719291283,36,F,4,High School,Single,25000,28,5,1,2226.0,2660,62,0.722
720659283,37,M,5,Graduate,Married,69000,31,5,3,3351.0,1910,43,0.551
719535558,47,M,4,College,Divorced,40000,36,5,1,5570.0,4129,72,0.334
771032658,54,M,3,Post-Graduate,Married,114000,41,3,3,10448.0,1604,39,0.15
709468683,64,F,0,High School,Married,21000,56,6,2,2174.0,1755,39,0.643
719455908,48,M,3,Graduate,Married,109000,38,3,3,31501.0,3742,75,0.0
816890883,35,M,2,Uneducated,Single,78000,30,6,3,21695.0,2266,74,0.058
709826058,49,M,2,High School,Married,112000,36,3,1,34516.0,1805,34,0.071
735008958,42,M,5,Doctorate,Married,61000,35,6,3,13650.0,1703,53,0.092
713766183,49,M,0,Uneducated,Single,101000,36,5,3,16156.0,4160,81,0.156
719148633,53,F,2,Graduate,Married,30000,46,6,2,2413.0,1398,24,0.835
789266208,56,M,2,High School,Married,86000,45,3,2,5920.0,1408,28,0.268
718373658,41,M,3,College,Single,78000,28,6,3,5841.0,3817,81,0.422
712255458,37,M,3,High School,Single,72000,36,3,1,8418.0,2879,63,0.244
789494133,30,M,0,High School,Married,30000,21,5,4,2490.0,2441,53,0.506
714178458,45,M,3,Post-Graduate,Married,84000,35,3,3,20640.0,1792,53,0.078
717595908,54,M,1,High School,Married,67000,37,5,1,9453.0,1688,45,0.231
798114033,46,M,2,Graduate,Married,74000,40,4,2,7949.0,3355,58,0.19
709479558,36,F,4,College,Single,36000,36,3,2,2758.0,3073,86,0.786
778148283,48,M,2,Doctorate,Single,169000,41,5,2,20148.0,3921,74,0.054
719363283,59,F,0,Doctorate,Single,32000,36,3,1,1438.3,1904,47,0.0
716225433,60,M,1,Uneducated,Single,93000,51,6,3,26566.0,3103,65,0.095
719882583,44,M,5,Graduate,Single,78000,34,3,3,13477.0,3866,67,0.153
711076533,65,M,0,College,Divorced,25000,42,5,3,9706.0,3435,58,0.203
820651908,46,F,3,Graduate,Single,56000,41,5,2,7457.0,3162,64,0.0
710884683,48,M,4,Graduate,Married,87000,40,6,2,34516.0,3937,80,0.023
797468658,53,M,3,High School,Married,161000,47,5,1,19081.0,1536,31,0.127
716375883,53,F,3,Uneducated,Married,112000,36,6,2,2447.0,1716,38,0.637
711534183,41,M,2,High School,Single,112000,36,4,2,28830.0,3533,57,0.0
721083258,37,F,4,High School,Divorced,42000,22,5,1,2563.0,2064,46,0.639
717986058,29,F,0,High School,Single,33000,13,6,3,5240.0,2712,64,0.307
804610908,49,F,2,Doctorate,Married,37000,44,4,3,3397.0,3295,66,0.578
717602733,47,M,3,Doctorate,Single,31000,35,4,3,1842.0,4165,67,0.0
770952933,53,F,1,Post-Graduate,Married,24000,40,4,2,2383.0,1616,37,0.813
713233908,33,M,2,Graduate,Divorced,65000,21,5,3,20791.0,2883,93,0.0
755365233,34,M,1,Graduate,Unknown,71000,27,5,2,19900.0,3948,96,0.079
715105908,28,F,0,Graduate,Single,46000,15,3,3,32024.0,2507,64,0.038
712658283,36,F,3,Graduate,Single,46000,28,3,2,3701.0,3222,86,0.262
708796458,30,F,2,Graduate,Single,34000,18,3,1,4199.0,3016,67,0.453
713557533,34,M,3,High School,Single,47000,21,4,1,4353.0,2664,81,0.38
710524533,38,F,4,College,Married,55000,36,4,4,4913.0,899,28,0.512
713412558,39,F,4,Post-Graduate,Married,31000,22,3,3,5454.0,2674,67,0.203
720000708,32,F,0,Graduate,Married,74000,26,3,3,2172.0,2945,69,0.636
718934058,36,M,2,Doctorate,Single,43000,26,4,3,2845.0,2396,51,0.885
710607408,37,F,3,High School,Single,28000,28,3,1,18570.0,3999,96,0.082
717613233,45,M,4,Uneducated,Married,75000,33,5,2,25907.0,2058,56,0.029
821710308,38,F,3,Uneducated,Single,28000,33,5,3,2206.0,1739,35,0.915
716089983,31,M,0,Graduate,Single,57000,24,3,1,12050.0,2015,46,0.144
720430083,65,M,0,High School,Unknown,28000,36,3,3,2107.0,3913,67,0.478
712071708,63,F,0,Graduate,Married,30000,36,6,3,2107.0,1320,35,0.641
770721858,65,M,1,Graduate,Married,35000,56,3,2,3539.0,1463,31,0.711
751381458,43,F,3,College,Married,196000,36,3,3,27175.0,3814,72,0.029
715629783,51,M,1,Graduate,Married,46000,36,6,2,17905.0,4399,64,0.055
768886533,37,M,3,Graduate,Married,62000,31,3,1,4940.0,3246,57,0.243
711023508,55,F,1,Graduate,Married,31000,43,5,4,3161.0,1547,30,0.439
711291558,27,M,0,Uneducated,Single,74000,36,4,3,2464.0,2636,50,0.0
714929283,34,F,0,High School,Married,47000,36,5,1,3203.0,2625,52,0.696
716285358,32,F,1,College,Divorced,39000,36,3,5,1835.0,2801,79,0.554
710958033,49,F,5,Uneducated,Single,34000,39,3,2,1993.0,4075,76,0.0
711368283,39,M,2,Graduate,Married,100000,27,3,3,34516.0,3448,53,0.047
807275733,27,M,0,Post-Graduate,Single,27000,22,5,2,7130.0,2498,37,0.122
708231183,30,M,1,Uneducated,Divorced,48000,22,5,3,12539.0,2643,72,0.073
789690483,39,M,4,High School,Married,117000,25,6,2,8208.0,3135,39,0.0
789338583,42,M,2,Doctorate,Married,97000,32,4,2,26222.0,1988,30,0.041
717411483,55,M,4,College,Divorced,103000,36,4,2,34173.0,3731,69,0.035
720799608,57,F,2,Graduate,Married,57000,49,5,1,3377.0,1621,32,0.509
714112383,53,M,2,Graduate,Married,176000,43,6,3,5882.0,1380,30,0.397
717994608,51,M,0,Graduate,Married,102000,40,4,3,7158.0,2113,60,0.0
798558783,47,M,3,Graduate,Married,22000,41,6,1,5833.0,3732,75,0.3
716875083,26,F,0,High School,Single,45000,36,6,3,4152.0,2351,42,0.0
714603558,37,M,2,High School,Single,52000,24,6,2,11699.0,2007,46,0.15
789903708,45,F,2,Uneducated,Single,41000,35,6,3,4505.0,3968,68,0.347
801989733,55,M,2,Uneducated,Single,61000,48,6,3,7667.0,3915,76,0.156
789504183,37,M,4,Graduate,Single,160000,28,3,3,34516.0,2574,62,0.0
714574083,36,F,3,Graduate,Single,34000,31,3,2,2937.0,2511,51,0.735
717978033,36,F,1,High School,Single,32000,36,5,3,5257.0,2822,73,0.299
711256908,39,M,2,High School,Single,65000,28,6,3,10331.0,3695,81,0.093
721023708,47,M,4,Uneducated,Married,76000,36,3,3,17557.0,2142,62,0.0
714522258,56,F,2,Graduate,Married,39000,48,6,3,4366.0,1596,37,0.364
714247458,56,F,4,Uneducated,Single,41000,46,6,2,8037.0,3271,71,0.283
780416433,38,M,2,Graduate,Married,32000,25,4,1,8740.0,2169,38,0.084
713644758,49,M,3,Graduate,Single,163000,36,6,2,8514.0,4098,74,0.236
712700358,36,F,4,Uneducated,Single,36000,26,4,3,2002.0,2411,60,0.688
779873508,51,F,0,High School,Married,36000,35,5,3,3132.0,3607,60,0.58
779342958,26,F,0,College,Married,57000,13,2,3,2010.0,3625,85,0.532
711738333,34,M,2,Graduate,Married,90000,23,6,2,7567.0,2361,45,0.235
709413933,56,M,2,High School,Single,48000,40,2,6,2381.0,1920,46,0.273
720323208,43,M,2,Graduate,Married,140000,31,6,2,34516.0,4976,88,0.069
708132783,47,F,3,Uneducated,Single,65000,42,6,2,16411.0,3929,71,0.072
713372583,42,F,4,High School,Single,36000,19,3,2,1438.3,3786,67,0.0
710092683,38,M,2,College,Married,111000,30,2,3,3735.0,1837,47,0.38
779284833,55,M,2,Post-Graduate,Single,69000,37,3,3,22127.0,3591,63,0.081
713426358,28,F,0,College,Married,54000,36,3,2,5685.0,2395,62,0.0
717132633,62,M,0,Uneducated,Single,48000,50,3,2,7348.0,3066,61,0.2
714967233,52,M,2,Doctorate,Married,167000,34,3,2,11188.0,2109,47,0.0
767587833,44,M,3,Graduate,Single,124000,37,3,1,3650.0,4599,75,0.688
714954033,29,F,0,Post-Graduate,Single,33000,36,5,2,5076.0,2675,57,0.241
716154258,48,M,4,Doctorate,Unknown,78000,38,3,2,32658.0,2023,37,0.045
755399433,43,M,3,Uneducated,Married,84000,36,6,1,28634.0,4549,68,0.032
709876008,49,F,2,Post-Graduate,Single,36000,36,3,1,3414.0,1803,49,0.431
709918158,43,M,3,High School,Married,94000,23,5,6,12315.0,2028,51,0.0
713350908,41,F,2,Uneducated,Married,43000,36,5,3,2690.0,3636,68,0.711
715759458,43,M,3,Graduate,Single,108000,31,6,2,12165.0,4066,74,0.0
713976258,51,F,3,Graduate,Single,38000,46,4,1,1792.0,3102,63,0.552
790174608,37,M,1,Doctorate,Single,115000,30,6,3,19300.0,2660,70,0.061
771335358,37,M,2,College,Divorced,59000,24,3,3,8120.0,3161,54,0.258
708382083,49,M,5,High School,Married,100000,36,6,2,2292.0,2584,60,0.0
771829758,36,M,3,Uneducated,Married,107000,25,6,3,21434.0,2143,46,0.063
767333808,50,F,2,Graduate,Unknown,35000,43,5,3,3424.0,4929,74,0.0
721385433,64,M,0,Graduate,Married,26000,51,3,3,2787.0,1662,39,0.431
794293908,36,F,3,College,Single,47000,30,3,2,8696.0,2847,67,0.17
720409608,45,M,3,High School,Married,190000,35,6,2,32446.0,1717,39,0.061
717830583,41,M,2,Graduate,Married,115000,36,6,3,9133.0,4101,88,0.234
715455708,47,M,3,Graduate,Single,83000,37,3,3,5116.0,2361,49,0.287
719108358,39,M,2,Post-Graduate,Married,84000,31,5,2,18974.0,2783,56,0.133
769323183,51,M,4,Uneducated,Single,167000,45,6,2,12101.0,2086,44,0.208
820020258,55,F,1,High School,Single,55000,46,5,3,5379.0,1778,40,0.179
719234883,57,M,3,Graduate,Single,126000,49,5,3,32676.0,3990,88,0.065
807349158,36,M,4,Doctorate,Divorced,127000,31,4,3,34516.0,2243,60,0.043
710799783,35,M,2,Graduate,Married,167000,36,4,3,15202.0,3143,60,0.117
778456983,38,F,2,Uneducated,Single,38000,23,5,3,2222.0,1823,49,0.542
708644208,39,F,2,Graduate,Single,43000,34,5,2,5858.0,3355,77,0.0
711659958,65,F,0,Graduate,Married,54000,56,4,2,2692.0,1594,36,0.694
798988983,51,F,2,Uneducated,Married,34000,45,6,3,7165.0,3553,78,0.284
710760258,50,F,3,High School,Married,37000,38,4,3,1438.3,4740,81,0.0
799700208,38,M,2,Graduate,Single,68000,32,5,1,26988.0,3732,70,0.059
772401933,36,F,1,Graduate,Single,27000,26,3,3,2517.0,3569,62,0.0
787460883,41,M,3,Uneducated,Married,47000,28,3,3,11091.0,1234,34,0.0
770937183,40,F,4,Graduate,Single,27000,27,3,1,10745.0,3502,87,0.194
715468083,40,F,2,Doctorate,Married,98000,36,3,2,34516.0,3146,66,0.049
807161508,26,M,1,Graduate,Single,30000,20,6,3,2590.0,2804,52,0.675
772268058,46,F,4,Uneducated,Single,39000,35,5,2,2722.0,3129,69,0.541
710166783,49,F,1,Graduate,Married,30000,36,3,3,8228.0,4277,80,0.0
804820233,38,M,2,College,Divorced,90000,33,6,3,11777.0,2763,62,0.151
708758658,49,M,4,Graduate,Married,100000,39,5,1,34516.0,3951,76,0.016
714011358,38,M,3,Graduate,Divorced,82000,24,5,1,14821.0,2876,60,0.0
712401033,36,M,1,Graduate,Single,31000,23,4,3,1438.3,2186,59,0.645
771212508,34,F,2,College,Single,28000,21,6,3,6131.0,2825,93,0.207
821150958,52,M,5,Graduate,Single,97000,47,3,1,2047.0,3452,66,0.325
792272658,40,M,3,Graduate,Single,103000,34,3,3,22380.0,3756,73,0.055
809818008,36,M,3,Uneducated,Married,106000,31,3,3,12893.0,2300,60,0.126
803231058,53,M,3,High School,Single,32000,47,5,1,3351.0,4294,66,0.44
715698633,40,F,2,Graduate,Married,20000,36,3,1,5093.0,2341,57,0.467
720450108,54,M,1,Graduate,Married,41000,44,5,1,1438.3,1585,37,0.0
719076858,34,M,4,College,Single,73000,20,5,1,2165.0,2651,81,0.902
720016308,62,F,1,Graduate,Single,27000,54,4,2,1927.0,4199,77,0.684
712443558,39,F,1,College,Single,52000,36,6,1,22125.0,1994,57,0.0
711835758,50,M,3,Graduate,Married,176000,42,4,5,34516.0,1756,35,0.061
709284333,36,M,1,Uneducated,Divorced,149000,28,6,3,5260.0,2546,62,0.212
788122533,56,F,1,Graduate,Married,38000,48,6,2,1438.3,1336,32,0.0
709206333,44,F,4,Graduate,Single,51000,30,3,4,4333.0,1558,40,0.0
713039808,45,M,4,College,Married,33000,32,3,2,6637.0,1801,48,0.0
801700233,36,M,2,Graduate,Single,180000,28,4,3,3174.0,3140,74,0.776
716815308,44,F,2,Uneducated,Married,30000,36,4,2,4396.0,3942,69,0.339
821149008,52,M,2,Graduate,Single,114000,48,6,2,34516.0,1661,40,0.0
720580383,50,F,3,Graduate,Married,22000,37,3,2,1438.3,3637,80,0.0
780202908,53,F,2,Graduate,Single,25000,43,3,3,6853.0,2833,70,0.216
787504158,36,F,0,Uneducated,Married,34000,24,4,3,2570.0,1755,42,0.868
716183283,27,F,1,College,Divorced,38000,15,5,3,2166.0,3563,70,0.411
824168808,31,F,1,College,Divorced,94000,27,4,6,3647.0,2271,60,0.406
712936908,36,M,3,Uneducated,Single,73000,36,3,1,11684.0,2969,88,0.153
719855958,41,M,4,High School,Single,61000,28,6,1,4475.0,3367,66,0.0
710112933,28,M,1,Uneducated,Single,78000,18,6,3,16604.0,2580,61,0.103
768364233,59,M,1,High School,Married,40000,53,6,2,5446.0,1505,33,0.346
771725808,43,M,3,Uneducated,Unknown,113000,31,5,1,28700.0,3395,71,0.027
780686358,41,M,3,College,Married,72000,30,3,1,2888.0,3798,58,0.58
712762758,46,M,2,Graduate,Married,70000,34,4,2,9451.0,3179,79,0.135
714392808,51,M,3,Uneducated,Married,113000,43,3,4,13933.0,3504,62,0.073
713089458,44,M,1,High School,Married,28000,33,5,2,6130.0,3411,78,0.132
826780683,40,M,3,Graduate,Married,62000,36,6,2,15008.0,3943,85,0.0
780251658,32,M,1,High School,Married,48000,18,4,1,4583.0,2395,57,0.346
772273983,48,M,4,Uneducated,Single,52000,37,1,3,5268.0,2138,40,0.416
737944908,58,M,2,College,Married,62000,51,4,2,14976.0,1599,36,0.098
720688158,37,F,3,High School,Single,21000,25,3,2,2282.0,2751,68,0.0
719902908,51,M,3,Graduate,Married,101000,36,3,3,5130.0,1434,31,0.0
771682533,43,F,3,Graduate,Married,38000,31,4,3,5702.0,3928,75,0.0
708193008,41,M,4,Uneducated,Single,106000,30,3,3,14480.0,1616,43,0.0
772449858,51,M,3,Graduate,Divorced,49000,41,5,3,7570.0,3849,70,0.183
715992558,52,M,2,Doctorate,Married,101000,38,4,2,12878.0,1968,59,0.126
708502908,61,M,2,High School,Single,64000,48,5,2,26218.0,3925,88,0.0
720132258,49,M,3,Post-Graduate,Single,136000,36,6,1,34516.0,3422,78,0.038
708704433,36,F,3,High School,Single,66000,23,6,3,2804.0,2812,77,0.745
720906033,35,M,1,Graduate,Married,54000,25,5,4,5801.0,2987,52,0.203
719961183,63,F,0,High School,Married,34000,53,5,3,2271.0,1550,33,0.563
718838808,36,F,1,Post-Graduate,Married,31000,23,6,3,3107.0,2720,48,0.758
710268858,33,F,4,Graduate,Single,34000,22,5,1,2001.0,3162,99,0.608
788360283,33,M,1,Graduate,Single,107000,26,4,1,1438.3,2557,55,0.0
717914808,65,M,1,High School,Single,28000,36,4,3,4465.0,4044,66,0.157
802884933,61,M,1,Graduate,Married,77000,55,6,2,3264.0,1665,32,0.413
714436383,44,M,4,Graduate,Unknown,111000,34,4,3,26856.0,4222,75,0.0
718785483,38,M,1,Doctorate,Single,85000,29,6,3,34516.0,4238,85,0.042
708816408,41,M,4,Uneducated,Single,97000,32,4,6,21756.0,3063,71,0.0
715363908,44,F,4,Uneducated,Married,29000,26,4,1,4726.0,3658,70,0.328
709163358,41,M,5,Uneducated,Single,74000,32,2,3,34516.0,1727,35,0.073
827643858,45,F,2,College,Single,27000,41,6,2,5596.0,3212,64,0.0
711251133,37,M,0,Post-Graduate,Single,107000,27,5,2,15326.0,2990,55,0.0
716896833,51,M,1,Doctorate,Single,116000,38,3,1,11373.0,1976,35,0.116
789193383,65,M,0,Uneducated,Single,20000,54,3,1,2644.0,3495,70,0.64
712801758,37,F,1,Graduate,Single,53000,27,6,1,2673.0,3052,63,0.942
719836083,54,M,4,High School,Married,78000,36,3,4,7477.0,1543,34,0.234
718291233,46,M,4,Graduate,Married,112000,33,5,1,16227.0,4314,67,0.057
718682883,41,M,2,High School,Single,115000,34,3,3,19110.0,4478,76,0.128
771503958,49,M,2,College,Single,43000,37,5,1,2993.0,4089,72,0.423
771960708,51,M,2,Graduate,Married,101000,40,3,2,3290.0,3591,80,0.748
717427983,50,F,3,High School,Single,34000,39,4,3,11176.0,2682,64,0.217
712737108,48,F,4,High School,Married,56000,36,4,1,21416.0,4221,75,0.0
771599283,53,M,2,Graduate,Married,81000,41,3,2,2492.0,1606,32,0.669
717237708,54,M,2,Post-Graduate,Single,75000,38,3,3,14265.0,3982,58,0.132
710703708,46,F,4,Graduate,Single,57000,35,6,3,16985.0,2961,56,0.057
712513458,47,F,4,High School,Single,36000,38,4,1,7469.0,3150,70,0.254
709690158,52,F,4,Graduate,Married,27000,36,6,1,4592.0,1470,33,0.548
709959858,43,F,4,Graduate,Single,28000,32,6,3,4341.0,3825,63,0.0
720683958,41,M,4,Uneducated,Divorced,105000,36,6,2,34516.0,4077,67,0.0
780704358,34,M,3,Post-Graduate,Unknown,71000,23,4,3,27710.0,4014,73,0.0
717843783,33,F,1,College,Single,24000,17,4,3,13431.0,2338,71,0.118
718318383,49,M,1,High School,Unknown,70000,36,6,3,2645.0,4251,69,0.567
708849858,44,M,3,Doctorate,Single,148000,35,4,1,14028.0,3683,73,0.102
712652283,36,M,1,Uneducated,Divorced,112000,28,4,1,34516.0,3030,74,0.022
793461933,37,M,3,High School,Single,98000,31,4,2,5699.0,2835,57,0.177
720084183,46,M,3,Doctorate,Divorced,149000,34,5,2,16284.0,3018,75,0.0
767114958,65,M,0,Uneducated,Single,38000,56,4,2,3226.0,3250,70,0.643
709216533,52,M,2,College,Married,80000,36,6,3,2803.0,3142,64,0.278
720897783,50,M,1,Uneducated,Married,165000,30,6,2,34516.0,2776,59,0.058
773503308,59,M,1,Uneducated,Single,32000,53,5,5,2192.0,4010,79,0.716
719963433,37,F,3,College,Single,53000,29,3,2,8318.0,3676,77,0.234
708139833,40,M,3,Graduate,Unknown,63000,30,4,2,6391.0,2323,44,0.0
710664558,40,F,3,High School,Married,26000,31,5,2,4736.0,3927,73,0.2
713687508,59,M,1,Doctorate,Single,75000,49,5,2,9944.0,3159,69,0.162
816312633,52,F,3,College,Married,41000,47,6,3,4717.0,2349,66,0.0
712019883,43,F,4,High School,Unknown,37000,34,5,3,12778.0,3337,69,0.12
718216008,48,M,3,Graduate,Married,69000,38,5,2,16920.0,3275,60,0.127
718345233,45,F,2,Graduate,Unknown,29000,35,6,3,3240.0,1904,41,0.777
771228183,30,F,0,Graduate,Divorced,38000,17,4,1,4704.0,3294,87,0.0
789430083,41,F,5,High School,Single,50000,32,6,1,14987.0,4470,83,0.095
779524833,51,M,1,Uneducated,Single,111000,34,4,3,3554.0,3640,59,0.44
823621083,46,M,3,Graduate,Married,190000,42,3,3,9227.0,3948,74,0.102
715563558,50,M,1,Uneducated,Married,132000,40,3,3,7522.0,2533,62,0.141
715424283,31,F,0,College,Married,39000,21,5,2,1677.0,3059,50,0.0
807209808,48,M,1,High School,Single,74000,40,6,2,2319.0,3739,68,0.703
716578158,39,F,1,Graduate,Married,29000,29,6,2,2722.0,3205,49,0.585
708911508,50,F,2,Post-Graduate,Married,34000,39,3,3,2046.0,3446,71,0.0
717332733,47,M,4,High School,Single,86000,37,5,2,34516.0,2851,80,0.0
710681808,53,M,3,High School,Single,118000,42,6,3,18531.0,2484,52,0.084
708740808,45,M,4,Graduate,Married,56000,36,5,3,4112.0,2949,54,0.0
711728208,46,M,4,Graduate,Single,121000,34,4,1,34516.0,4143,68,0.0
720562008,34,M,2,Graduate,Single,81000,22,4,3,34516.0,2759,65,0.037
709012083,39,M,1,Uneducated,Married,32000,28,3,3,4683.0,2010,45,0.537
771073908,62,M,0,College,Married,49000,48,4,1,1438.3,1406,27,0.0
718174908,53,F,3,Uneducated,Married,36000,36,4,3,4224.0,1458,29,0.572
709550958,51,M,3,Graduate,Married,67000,32,3,1,7133.0,2689,62,0.0
720411183,34,F,1,High School,Single,34000,22,6,1,10253.0,3042,66,0.181
720776508,44,F,2,Doctorate,Single,44000,25,4,3,4210.0,4248,65,0.0
755615208,49,M,3,High School,Single,125000,42,5,3,12630.0,4084,66,0.144
708147108,26,M,0,Graduate,Divorced,96000,36,6,1,21084.0,2309,71,0.119
827476983,56,F,2,College,Single,24000,52,3,5,3639.0,1865,42,0.599
716682258,52,M,1,High School,Divorced,193000,36,4,3,31945.0,3650,62,0.05
708563433,65,F,0,High School,Single,39000,56,3,6,5894.0,1616,32,0.081
772277508,65,F,1,Graduate,Single,26000,54,4,2,2209.0,3292,52,0.0
712515558,35,M,1,College,Single,66000,26,3,2,23447.0,2834,77,0.065
719342808,48,M,3,Graduate,Single,110000,30,4,2,4180.0,3750,76,0.165
788957358,53,F,1,Graduate,Single,55000,39,3,3,4930.0,4224,77,0.452
778386033,38,M,3,Uneducated,Married,61000,18,6,3,3417.0,2068,34,0.512
820060758,50,F,1,College,Single,21000,45,4,2,4785.0,3651,59,0.411
713271708,46,M,3,Uneducated,Married,26000,33,5,2,12685.0,4454,74,0.0
720555483,48,M,3,Graduate,Single,88000,35,3,3,21374.0,4100,79,0.0
709405758,36,M,2,Graduate,Married,71000,28,4,3,1911.0,1965,49,0.637
769463433,41,F,2,Post-Graduate,Single,37000,35,6,3,8666.0,3593,71,0.0
786087633,60,M,0,Post-Graduate,Married,70000,54,4,1,2759.0,1650,34,0.906
738627708,49,F,2,High School,Single,127000,41,5,3,5984.0,1838,42,0.0
719527833,45,F,4,High School,Unknown,70000,36,6,3,23000.0,3886,70,0.048
715921758,36,M,2,College,Single,72000,25,5,3,1438.3,2882,68,0.0
717280158,49,M,3,Graduate,Married,29000,36,3,3,2976.0,3332,60,0.611
714179658,43,M,3,High School,Single,198000,36,3,1,34516.0,1996,48,0.0
806637558,58,M,1,High School,Married,71000,53,5,2,1438.3,1539,40,0.0
714828708,46,M,0,High School,Divorced,88000,36,3,1,16099.0,3656,88,0.0
711989358,50,M,2,Graduate,Single,118000,36,4,2,19595.0,3811,62,0.061
720188508,43,M,4,Graduate,Single,74000,25,3,2,13193.0,4071,64,0.133
719528958,57,F,3,College,Single,48000,36,3,1,8184.0,4134,71,0.184
713110908,30,M,1,Graduate,Married,22000,13,3,6,2607.0,1719,45,0.754
721179708,48,F,2,Post-Graduate,Married,26000,37,4,2,5758.0,4422,76,0.0
716363658,51,M,2,Doctorate,Single,177000,36,4,2,25873.0,3920,84,0.022
711443808,46,M,2,Graduate,Divorced,68000,37,6,1,2695.0,4068,53,0.615
778952058,46,M,3,College,Married,88000,32,4,2,20860.0,3435,56,0.072
713642133,45,M,4,Graduate,Married,41000,30,6,3,1892.0,4558,60,0.554
778908783,52,M,3,College,Married,98000,33,3,3,27751.0,1427,25,0.037
778170633,48,M,5,Graduate,Married,106000,38,6,2,34516.0,3661,71,0.019
714670533,47,M,3,Post-Graduate,Single,81000,37,3,1,24580.0,3069,62,0.102
771833433,49,M,2,High School,Married,114000,38,3,2,29893.0,2063,48,0.0
772758783,43,M,1,Post-Graduate,Married,105000,33,5,1,21165.0,3343,60,0.035
